ID,Name,Short description,Description
\n<div>As a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive drug test for opioids, the consumption of certain hemp products may lead to a positive drug test for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to drug testing we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.</div>
\n<span style=""font-weight: 400;""> </span>"

3680,Hemp Uplift 2 oz.,"A mood-brightening tincture with hemp extract and uplifting adaptogens to support focus, balance, and daily vitality.","<p data-start=""661"" data-end=""1119"">Hemp Uplift by Rogue Herbalist is a thoughtfully crafted tincture designed to support mood balance, mental clarity, and gentle energy. Each serving contains <strong data-start=""818"" data-end=""842"">20mg of hemp extract</strong> sourced from aerial parts of the plant, combined with a vibrant blend of rhodiola, tulsi, turmeric, rose, saffron, and vanilla. This unique herbal synergy is extracted in organic cane alcohol and enriched with our signature ROM maple water for a smooth, well-rounded flavor.</p>
\n<p data-start=""1121"" data-end=""1584"">Hemp extract provides a grounding, steadying influence, while rhodiola acts as a time-honored adaptogen to promote resilience under stress. Tulsi, also known as holy basil, helps maintain emotional equilibrium and calm mental chatter. Turmeric contributes to whole-body vitality and circulation. Rose lends a gentle, heart-centered warmth, while saffron offers a golden lift for mood and spirit. Vanilla rounds out the formula with a comforting aroma and taste.</p>
\n<p data-start=""1586"" data-end=""1889"">Hemp Uplift is ideal for those looking to support daily mood and focus without overstimulation. It can be taken in the morning to set a positive tone for the day or in the afternoon to maintain clarity and calm. Simply place ~45 drops (1ml) under the tongue or mix into a small amount of water or tea.</p>
\n<p data-start=""1891"" data-end=""2112"">Like all Rogue Herbalist creations, Hemp Uplift is made in small batches for maximum freshness and potency. We prioritize organic and ethically sourced ingredients to ensure a product that is as pure as it is effective.</p>
\n<p data-start=""2114"" data-end=""2282"">For complementary blends, you might enjoy our <a class="""" href=""https://rogueherbalist.com/product/hemp-adapt-by-rogue-herbalist/"" rel=""noopener"" data-start=""2160"" data-end=""2194"">Hemp Adapt by Rogue Herbalist</a> for stress resilience or <a class="""" href=""https://rogueherbalist.com/product/hemp-bitters-by-rogue-herbalist/"" rel=""noopener"" data-start=""2220"" data-end=""2256"">Hemp Bitters by Rogue Herbalist</a> for digestive wellness.</p>
\n
\n<div>As a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive drug test for opioids, the consumption of certain hemp products may lead to a positive drug test for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to drug testing we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.</div>"

3681,Canna Cordial Blueberry Maple 2oz.,"<span style=""font-weight: 400;"">We created the Canna Cordial line for people who want a little flavor in their tincture but don’t want the “natural flavor” unless it is TRULY natural! The flavor in this Canna Cordial is from REAL organic blueberry concentrate and Vermont maple syrup. But don’t be fooled! These blends still pack a powerful hemp punch, half as potent as our original VT Grown Pure Hemp Extract. </span>
\n
\nAs a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive <span class=""il"">drug</span> <span class=""il"">test</span> for opioids, the consumption of certain hemp products may lead to a positive <span class=""il"">drug</span> <span class=""il"">test</span> for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to <span class=""il"">drug</span> <span class=""il"">testing</span> we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","This delicious blend is a combination of our Pure Hemp tincture and Organic Blueberry Juice Concentrate, Vermont Maple Syrup, and a little of our reverse osmosis maple (ROM) water. We created the Canna Cordial line to offer people a flavored tincture, but we didn't want to add ""natural flavors"" unless they are <strong>truly </strong>natural! We don't add an ingredient to the formula unless that ingredient has a functional purpose in the product. The blueberry concentrate and maple syrup provide their own unique nutritional benefits. We hope you will love them as much as we do!
\n<div>As a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive drug test for opioids, the consumption of certain hemp products may lead to a positive drug test for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to drug testing we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.</div>
\n&nbsp;"

3683,Canna Cordial Cherry Honey 2oz.,"<span style=""font-weight: 400;"">We created the Canna Cordial line for people who want a little flavor in their tincture but don’t want the “natural flavor” unless it is TRULY natural! The flavor in this Canna Cordial is from REAL organic cherry concentrate and Vermont honey. But don’t be fooled! These blends still pack a powerful hemp punch, half as potent as our original VT Grown Pure Hemp Extract. </span>
\n
\nAs a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive <span class=""il"">drug</span> <span class=""il"">test</span> for opioids, the consumption of certain hemp products may lead to a positive <span class=""il"">drug</span> <span class=""il"">test</span> for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to <span class=""il"">drug</span> <span class=""il"">testing</span> we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","This delicious blend is a combination of our Pure Hemp tincture and Organic Cherry Juice Concentrate, Vermont Honey, and a little of our reverse osmosis maple (ROM) water. We created the Canna Cordial line to offer people a flavored tincture, but we didn't want to add ""natural flavors"" unless they are <strong>truly </strong>natural! We don't add an ingredient to the formula unless that ingredient has a functional purpose in the product. The cherry concentrate and Vermont honey provide their own unique nutritional benefits. We hope you will love them as much as we do!
\n<div>As a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive drug test for opioids, the consumption of certain hemp products may lead to a positive drug test for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to drug testing we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.</div>
\n&nbsp;"

3685,Super CBD Salve 2oz. 400mg,"<b>Super CBD Salve 2oz. Shea Butter &amp; Lemongrass
\n</b><b>400mg Total CBD </b>
\n
\nOur original salve is a powerful topical salve for aches and pains. Consider trying our <a href=""https://rogueherbalist.com/product/king-solomons-hemp-salve-2oz/"">King Solomon's Hemp Salve</a> as well!
\n
\n<span style=""font-weight: 400;"">Salve ingredients:
\n</span>-Full Spectrum CBD Extract (VT Grown)
\n<span style=""font-weight: 400;"">-MCT Oil (Coconut Derived)
\n</span><span style=""font-weight: 400;"">-Organic Unrefined Shea Butter
\n-Organic Virgin Coconut Oil
\n</span><span style=""font-weight: 400;"">-Organic Lemongrass Essential Oil
\n</span><span style=""font-weight: 400;"">-Organic Sage Essential Oil
\n-Vitamin E Oil
\n-Beeswax</span>
\n
\nAs a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive <span class=""il"">drug</span> <span class=""il"">test</span> for opioids, the consumption of certain hemp products may lead to a positive <span class=""il"">drug</span> <span class=""il"">test</span> for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It’s important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to <span class=""il"">drug</span> <span class=""il"">testing</span> we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.","<b>Super CBD Salve 2oz. Shea Butter &amp; Lemongrass
\n</b><b>400mg Total CBD </b>
\n
\nOur original salve is a powerful topical salve for aches and pains. Consider trying our <a href=""https://rogueherbalist.com/product/king-solomons-hemp-salve-2oz/"">King Solomon's Hemp Salve</a> as well!
\n
\n<span style=""font-weight: 400;"">Salve ingredients:
\n</span>-Full Spectrum CBD Extract (VT Grown)
\n<span style=""font-weight: 400;"">-MCT Oil (Coconut Derived)
\n</span><span style=""font-weight: 400;"">-Organic Unrefined Shea Butter
\n-Organic Virgin Coconut Oil
\n</span><span style=""font-weight: 400;"">-Organic Lemongrass Essential Oil
\n</span><span style=""font-weight: 400;"">-Organic Sage Essential Oil
\n-Vitamin E Oil
\n-Beeswax</span>"

3922,Hemp Immune 2oz.,"Hemp Immune 2oz.
\nThis unique blends combines our VT grown Hemp extract with VT grown Echinacea root, as well as <a href=""https://rogueherbalist.com/product/prickly-ash-bark-wildcrafted-1oz-bag/"">Prickly Ash Bark</a>, White Peony Root, Olive Leaf, and Clove buds. This formula is designed to support the immune system through endocannabinoid modulation. There are many medicinal herbs that have been found to have activity on the endocannabinoid system (ECS). The ECS is a complex network of receptors and neurotransmitters that is involved in various functions in the body, including pain, mood, appetite, and memory. The ECS receives and transmits signals from compounds called cannabinoids, which can be found naturally in the body or produced by plants.
\n
\nAs a broad-spectrum cannabinoid extract, in addition to cannabidiol (CBD) and more than 80 other cannabinoids in hemp, Rogue Herbalist products may contain a trace amount of the cannabinoid THC, less than .3%. Much like the consumption of poppy seeds may lead to a positive drug test for opioids, the consumption of certain hemp products may lead to a positive drug test for tetrahydrocannabinol (THC). THC is inherently present in trace amounts in hemp plants. The legal limit of THC in hemp is no more than 0.3%. It is important to understand that the underlying science behind the conversion of certain cannabinoids to other related cannabinoids when consumed is not yet fully understood. If you are a person who is subject to drug testing we strongly suggest consulting your health care provider before consuming any hemp products because individual biochemistry, the potential for the conversion of cannabinoids, and the possibility of trace, but legal, amounts of THC inherent in hemp products are all factors to consider.","<div>Hemp Immune 2oz.</div>
\n<div>This unique blends combines our VT grown Hemp extract with VT grown Echinacea root, as well as <a href=""https://rogueherbalist.com/product/prickly-ash-bark-wildcrafted-1oz-bag/"">Prickly Ash Bark</a>, White Peony Root, Olive Leaf, and Clove buds.</div>
\n<div>This formula is designed to support the immune system through endocannabinoid modulation. There are many medicinal herbs that have been found to have activity on the endocannabinoid system (ECS). The ECS is a complex network of receptors and neurotransmitters that is involved in various functions in the body, including pain, mood, appetite, and memory. The ECS receives and transmits signals from compounds called cannabinoids, which can be found naturally in the body or produced by plants.</div>
\n<div></div>"

4045,Blood Sugar Formula,"Blood Sugar Formula contains Astragalus Root, Dandelion Root, Nettle Leaf, Gymnema Leaf, Fenugreek Seed, Sweet Cinnamon Chips, and Bilberry Leaf.
\n
\nAll organic herbs. Total weight 7oz. Designed to support healthy blood sugar levels. Drink 1 - 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional. Consider taking alongside our <a href=""https://rogueherbalist.com/product/blood-sugar-harmony-powder-capsules-90ct/"">Blood Sugar Harmony Capsules</a>.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Blood Sugar Formula contains Astragalus Root, Dandelion Root, Nettle Leaf, Gymnema Leaf, Fenugreek Seed, Sweet Cinnamon Chips, and Bilberry Leaf.
\n
\nAll organic herbs. Total weight 7oz. Designed to support healthy blood sugar levels. Drink 1 - 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional. Consider taking alongside our <a href=""https://rogueherbalist.com/product/blood-sugar-harmony-powder-capsules-90ct/"">Blood Sugar Harmony Capsules</a>.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4047,Breathe Easy Blend,"Herbal tea blend designed to support healthy respiratory function. Breathe Easy Blend contains 1.5oz Tulsi (Holy Basil), 1oz. Anise seed, Cardamom seed, Hyssop, Marshmallow root, Star Anise, and 1/2 oz. Horehound.
\n
\nAll organic. Total weight 7oz. Drink 1 - 2 cups per day.
\n
\nIf you are taking any pharmaceutical drugs be sure to talk to your healthcare professional. This product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Herbal tea blend designed to support healthy respiratory function. Breathe Easy Blend contains 1.5oz Tulsi (Holy Basil), 1oz. Anise seed, Cardamom seed, Hyssop, Marshmallow root, Star Anise, and 1/2 oz. Horehound.
\n
\nAll organic. Total weight 7oz. Drink 1 - 2 cups per day.
\n
\nIf you are taking any pharmaceutical drugs be sure to talk to your healthcare professional. This product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4049,Clear Skin Formula,"Clear Skin Formula is a blend of Burdock root, Dandelion root, Sarsaparilla root, Plantain leaf, Nettle leaf, Yellow Dock root, Calendula, and Gotu Kola. Total weight 7oz. Drink 1 - 2 cups per day.
\n
\nIf you are taking any pharmaceutical drugs be sure to talk to your healthcare professional. This product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Clear Skin Formula is a blend of Burdock root, Dandelion root, Sarsaparilla root, Plantain leaf, Nettle leaf, Yellow Dock root, Calendula, and Gotu Kola. Total weight 7oz. Drink 1 - 2 cups per day.
\n
\nIf you are taking any pharmaceutical drugs be sure to talk to your healthcare professional. This product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4052,Eye Health Blend,"Eye Health Blend is a combination of Eyebright, <a href=""https://rogueherbalist.com/product/bilberry-leaf-organic-1oz-bag/"">Bilberry Leaf</a>, <a href=""https://rogueherbalist.com/product/chamomile-vermont-grown-organic-1oz-bag/"">Chamomile</a>, <a href=""https://rogueherbalist.com/product/gotu-kola-organic-1oz-bag/"">Gotu Kola</a>, <a href=""https://rogueherbalist.com/product/schisandra-berries-organic-1oz-bag/"">Schisandra</a>, Calendula, Chrysanthemum, and Rose. Total Weight 6oz. All organic or wildcrafted herbs. Consider taking alongside <a href=""https://rogueherbalist.com/product/amla-berry-organic-1oz-bag/"">Amla</a> for increased nutritional support.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Eye Health Blend is a combination of Eyebright, <a href=""https://rogueherbalist.com/product/bilberry-leaf-organic-1oz-bag/"">Bilberry Leaf</a>, <a href=""https://rogueherbalist.com/product/chamomile-vermont-grown-organic-1oz-bag/"">Chamomile</a>, <a href=""https://rogueherbalist.com/product/gotu-kola-organic-1oz-bag/"">Gotu Kola</a>, <a href=""https://rogueherbalist.com/product/schisandra-berries-organic-1oz-bag/"">Schisandra</a>, Calendula, Chrysanthemum, and Rose. Total Weight 6oz. All organic or wildcrafted herbs. Consider taking alongside <a href=""https://rogueherbalist.com/product/amla-berry-organic-1oz-bag/"">Amla</a> for increased nutritional support.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4054,Immune Stimulant Formula,"Immune Stimulant Formula is a blend of Astragalus, Echinacea Herb, Milky Oats, Nigella seed, Echinacea root, Prickly Ash bark, Ginger, Elderberry, Elderflower and Licorice root. Total weight 6.25oz. All organic herbs.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Immune Stimulant Formula is a blend of Astragalus, Echinacea Herb, Milky Oats, Nigella seed, Echinacea root, Prickly Ash bark, Ginger, Elderberry, Elderflower and Licorice root. Total weight 6.25oz. All organic herbs.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4056,Mother's Milk Formula,"Mother's Milk Formula is a blend of Anise Seed, Fenugreek Seed, Blessed Thistle Leaf, Moringa Leaf, Stinging Nettle Leaf, and Nigella Seed. Total weight 6oz. Equal Parts. All organic or wildcrafted herbs.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Mother's Milk Formula is a blend of Anise Seed, Fenugreek Seed, Blessed Thistle Leaf, Moringa Leaf, Stinging Nettle Leaf, and Nigella Seed, designed to support with breast milk production. Total weight 6oz. Equal Parts. All organic or wildcrafted herbs.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4058,Nutritive Mineral Formula,"Nutritive Mineral Formula is a blend of Alfalfa, Horsetail, Moringa leaf, Milky Oats, Stinging Nettle leaf, Raspberry leaf, and Rose. Total weight 3.5oz. All organic or wildcrafted herbs.
\n
\nDrink 1 – 3 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Nutritive Mineral Formula is a blend of Alfalfa, Horsetail, Moringa leaf, Milky Oats, Stinging Nettle leaf, Raspberry leaf, and Rose. Total weight 3.5oz. All organic or wildcrafted herbs.
\n
\nDrink 1 – 3 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4060,Snooze Blend,"Snooze Blend is a combination of California Poppy, Chamomile, Lemon Balm, Linden, Catnip, Passionflower, Skullcap, Lavender, Valerian Root and Hops. Total weight 6.25oz. All organic or wildcrafted herbs.
\n
\nDrink 1 cup before bedtime. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Snooze Blend is a combination of California Poppy, Chamomile, Lemon Balm, Linden, Catnip, Passionflower, Skullcap, Lavender, Valerian Root and Hops. Total weight 6.25oz. All organic or wildcrafted herbs.
\n
\nDrink 1 cup before bedtime. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4065,Women's Balancing Blend,"Women's Balancing Blend is a combination of <a href=""https://rogueherbalist.com/product/ashwagandha-liquid-extract-1oz/"">Ashwagandha</a>, Black Cohosh, Red Clover herb, Raspberry Leaf, Hibiscus, Vitex, Milky Oats, Rose, and <a href=""https://rogueherbalist.com/product/schisandra-tincture-1oz/"">Schisandra</a>. The warm, soothing aroma and taste of this blend can create a sense of calm and relaxation, helping to ease the physical discomfort of cramps. The act of brewing and sipping the tea can also be a small ritual of self-love and self-care, making the experience feel special and intimate. Additionally, the natural, gentle properties of herb teas can help a woman feel empowered in her own healing process.
\n
\nTotal weight 7 oz. All organic or wildcrafted herbs.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease.","Women's Balancing Blend is a combination of <a href=""https://rogueherbalist.com/product/ashwagandha-liquid-extract-1oz/"">Ashwagandha</a>, Black Cohosh, Red Clover herb, Raspberry Leaf, Hibiscus, Vitex, Milky Oats, Rose, and <a href=""https://rogueherbalist.com/product/schisandra-tincture-1oz/"">Schisandra</a>. The warm, soothing aroma and taste of this blend can create a sense of calm and relaxation, helping to ease the physical discomfort of cramps. The act of brewing and sipping the tea can also be a small ritual of self-love and self-care, making the experience feel special and intimate. Additionally, the natural, gentle properties of herb teas can help a woman feel empowered in her own healing process.
\n
\nTotal weight 7 oz. All organic or wildcrafted herbs.
\n
\nDrink 1 – 2 cups per day. If you are taking any pharmaceutical drugs be sure to talk to your healthcare professional.
\n
\nThis product <b>has not been evaluated by the Food and Drug</b> Administration. <b>This product is not</b> intended to diagnose, treat, cure, or prevent any disease."

4076,"Ashwagandha Root, Organic, Vermont grown 1oz. bag","Ashwagandha root, <em>Withania somnifera
\n</em>Organically grown by Foster Farm Botanicals in East Calais, Vermont
\n
\nThis plant is one of the premier adaptogenic tonics. Ashwagandha root can be made into tea, tincture, or powder and taken for a variety of reasons. It is one of the more nervine adaptogens, meaning that it is not overly stimulating but rather provides nourishment for the nervous system. For this reason it is ideal herb for rebuilding. Can be used to improve energy levels but also helpful with restful sleep. This plant is also considered a sexual tonic for both men and women. We also carry <a href=""https://rogueherbalist.com/product/ashwagandha-powder-organic-1oz-bag/"">Ashwagandha</a> Powder, <a href=""https://rogueherbalist.com/product/ashwagandha-powder-capsules-90ct/"">Capsules</a>, and <a href=""https://rogueherbalist.com/product/ashwagandha-tincture-2oz/"">Tincture</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Ashwagandha root
\n<em>Withania somnifera
\n</em>Organically grown by Foster Farm Botanicals in East Calais, Vermont
\n
\nThis plant is one of the premier adaptogenic tonics. Ashwagandha root can be made into tea, tincture, or powder and taken for a variety of reasons. It is one of the more nervine adaptogens, meaning that it is not overly stimulating but rather provides nourishment for the nervous system. For this reason it is ideal herb for rebuilding. Can be used to improve energy levels but also helpful with restful sleep. This plant is also considered a sexual tonic for both men and women. We also carry <a href=""https://rogueherbalist.com/product/ashwagandha-powder-organic-1oz-bag/"">Ashwagandha</a> Powder, <a href=""https://rogueherbalist.com/product/ashwagandha-powder-capsules-90ct/"">Capsules</a>, and <a href=""https://rogueherbalist.com/product/ashwagandha-tincture-2oz/"">Tincture</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4080,"Angelica Root, Organic, 1oz. bag","Angelica Root, <em>Angelica archangelica
\nOrganically grown by Foster Farm Botanicals in East Calais, Vermont</em>
\n
\nThis plant is a wonderfully aromatic, slightly bitter and pungent root that benefits digestion as well as circulation and the female reproductive system. Do not take if you are pregnant or nursing. We also offer <a href=""https://rogueherbalist.com/product/angelica-root-tincture-2oz/"">Angelica Tincture 2oz</a>.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Angelica Root, 1 oz. bag
\n<em>Angelica archangelica</em>
\n
\nThis plant is a wonderfully aromatic, slightly bitter and pungent root that benefits digestion as well as circulation and the female reproductive system. Do not take if you are pregnant or nursing. We also offer <a href=""https://rogueherbalist.com/product/angelica-root-tincture-2oz/"">Angelica Tincture 2oz</a>.
\n
\n<em>We often stock Angelica Root that is Organically grown by Foster Farm Botanicals in East Calais, Vermont</em>
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4083,"Anise Hyssop, Organic, Vermont grown 1oz. bag","Anise Hyssop, <em>Agastache foeniculum
\nOrganically grown by Foster Farm Botanicals in East Calais, Vermont
\n</em>
\n
\nAnise Hyssop is a lovely aromatic mint that has the sweetness of anise (but it is neither Anise, nor is it Hyssop!). Both a gentle carminative and diaphoretic, this plant makes an ideal addition to any tea for upset tummy or general coughs and colds. Anise Hyssop is one of the featured herbs in our <a href=""https://rogueherbalist.com/product/hemp-bitters-2oz/"">Hemp Bitters</a> formula.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.
\n
\n&nbsp;","Anise Hyssop, <em>Agastache foeniculum
\nOrganically grown by Foster Farm Botanicals in East Calais, Vermont
\n</em>
\n
\nAnise Hyssop is a lovely aromatic mint that has the sweetness of anise (but it is neither Anise, nor is it Hyssop!). Both a gentle carminative and diaphoretic, this plant makes an ideal addition to any tea for upset tummy or general coughs and colds. Anise Hyssop is one of the featured herbs in our <a href=""https://rogueherbalist.com/product/hemp-bitters-2oz/"">Hemp Bitters</a> formula.
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine."

4086,"Alfalfa Leaf, Organic, 1oz. bag","Alfalfa Leaf, Organic
\n<em>Medicago sativa</em>
\n
