taxonomy_slug,category_slug,sub_category_slug,tag,product_id
health-areas,cardiovascular-health,,,8113
health-areas,pain-inflammation,,,8115
health-areas,gut-health,,,8130
health-areas,gut-health,,,8131
health-areas,gut-health,,,8134
health-areas,pain-inflammation,,,8169
health-areas,stress-mood-anxiety,adaptogenic-support,,8179
health-areas,eye-vision,,,8187
health-areas,womens-health,,,8190
health-areas,liver-detoxification,,,8193
health-areas,liver-detoxification,detox-cleanse,,8197
health-areas,stress-mood-anxiety,mood-balance,,8203
health-areas,liver-detoxification,,,8206
health-areas,sleep-relaxation,,,8231
health-areas,respiratory-health,,,8234
health-areas,respiratory-health,lung-support,,8237
health-areas,womens-health,menstrual-support,,8250
health-areas,immune-support,,,8325
health-areas,immune-support,,,8327
health-areas,stress-mood-anxiety,adaptogenic-support,,8329
health-areas,gut-health,digestive-support,,8339
health-areas,immune-support,childrens-immune,,8364
health-areas,bone-joint-musculoskeletal,bone-density,,8366
health-areas,sleep-relaxation,sleep-support,,8250
health-areas,energy-vitality,,,8256
health-areas,immune-support,,,8390
health-areas,stress-mood-anxiety,adaptogenic-support,,8577
health-areas,stress-mood-anxiety,adaptogenic-support,,8644
health-areas,stress-mood-anxiety,adaptogenic-support,,8647
health-areas,liver-detoxification,detox-cleanse,,8556
health-areas,liver-detoxification,detox-cleanse,,8557
health-areas,immune-support,seasonal-support,,8579
health-areas,immune-support,antiviral-herbs,,8397
health-areas,immune-support,antiviral-herbs,,8398
health-areas,oral-health,,,8527
health-areas,stress-mood-anxiety,adaptogenic-support,,8650
health-areas,gut-health,digestive-support,,8653
health-areas,blood-sugar-metabolism,metabolic-support,,8664
health-areas,immune-support,,,8716
health-areas,immune-support,,,8718
health-areas,pain-inflammation,,,8720
health-areas,gut-health,digestive-support,,8722
health-areas,gut-health,digestive-support,,8724
health-areas,gut-health,digestive-support,,8731
health-areas,allergy-histamine,,,8733
health-areas,stress-mood-anxiety,adaptogenic-support,,8766
health-areas,stress-mood-anxiety,adaptogenic-support,,8768
health-areas,stress-mood-anxiety,adaptogenic-support,,8770
health-areas,stress-mood-anxiety,adaptogenic-support,,8772
health-areas,stress-mood-anxiety,adaptogenic-support,,8775
health-areas,gut-health,,,8784
health-areas,allergy-histamine,,,8786
health-areas,gut-health,,,8798
health-areas,gut-health,,,8801
health-areas,gut-health,,,8806
health-areas,kidney-urinary,bladder-support,,8808
health-areas,bone-joint-musculoskeletal,bone-density,,8857
health-areas,sleep-relaxation,sleep-support,,8865
health-areas,sleep-relaxation,sleep-support,,8869
health-areas,womens-health,,,8880
health-areas,stress-mood-anxiety,adaptogenic-support,,8884
health-areas,stress-mood-anxiety,,,9001
health-areas,immune-support,,,9004
health-areas,gut-health,digestive-support,,9048
health-areas,gut-health,digestive-bitters,,9083
health-areas,immune-support,,,9086
health-areas,gut-health,digestive-bitters,,9089
health-areas,blood-sugar-metabolism,,,9098
health-areas,cardiovascular-health,,,9101
health-areas,gut-health,,,9104
health-areas,immune-support,,,9108
health-areas,cardiovascular-health,,,9132
health-areas,stress-mood-anxiety,,,9135
health-areas,immune-support,,,9138
health-areas,immune-support,,,9139
health-areas,oral-health,tooth-enamel,,9148
health-areas,eye-vision,,,9151
health-areas,cardiovascular-health,,,9154
health-areas,sleep-relaxation,sleep-support,,9157
health-areas,energy-vitality,,,9160
health-areas,energy-vitality,,,9184
health-areas,womens-health,,,9367
health-areas,mens-health,,,9372
health-areas,energy-vitality,,,9377
health-areas,energy-vitality,,,9377
