taxonomy_slug,category_slug,sub_category_slug,tag,product_id
health-areas,respiratory-health,lung-support,,8237
health-areas,womens-health,menstrual-support,,8250
health-areas,gut-health,digestive-support,,8256
health-areas,,,,8279
health-areas,,,,8317
health-areas,immune-support,childrens-immune,,8325
health-areas,immune-support,childrens-immune,,8327
health-areas,adaptogenic-support,,,8329
health-areas,energy-vitality,,,8339
health-areas,immune-support,seasonal-support,,8364
health-areas,bone-joint-musculoskeletal,bone-density,,8366
health-areas,immune-support,,,8390
health-areas,,,,8397
health-areas,,,,8398
health-areas,,,,8527
health-areas,,,,8556
health-areas,,,,8557
health-areas,stress-mood-anxiety,adaptogenic-support,,8577
health-areas,stress-mood-anxiety,adaptogenic-support,,8579
health-areas,immune-support,daily-immune,,8644
health-areas,stress-mood-anxiety,,,8647
health-areas,adaptogenic-support,,,8650
health-areas,gut-health,,,8653
health-areas,energy-vitality,,,8664
health-areas,,,,8716
health-areas,,,,8718
health-areas,pain-inflammation,,,8720
health-areas,,,,8722
health-areas,digestive-support,,,8724
health-areas,,,,8731
health-areas,allergy-histamine,,,8733
health-areas,,,,8766
health-areas,,,,8768
health-areas,,,,8770
health-areas,,,,8772
health-areas,,,,8775
health-areas,,,,8784
health-areas,,,,8786
health-areas,,,,8798
health-areas,,,,8801
health-areas,,,,8806
health-areas,kidney-urinary,bladder-support,,8808
health-areas,bone-joint-musculoskeletal,bone-density,,8857
health-areas,sleep-relaxation,sleep-support,,8865
health-areas,sleep-relaxation,deep-sleep,,8869
health-areas,womens-health,menstrual-support,,8880
health-areas,adaptogenic-support,adrenal-support,,8884
health-areas,stress-mood-anxiety,stress-anxiety-relief,,9001
health-areas,immune-support,daily-immune,,9004
health-areas,gut-health,digestive-support,,9048
health-areas,gut-health,digestive-bitters,,9083
health-areas,immune-support,antiviral-herbs,,9086
health-areas,digestive-bitters,digestive-support,,9089
health-areas,blood-sugar-metabolism,metabolic-support,,9098
health-areas,cardiovascular-health,heart-rhythm,,9101
health-areas,gut-health,digestive-support,,9104
health-areas,immune-support,antiviral-herbs,,9108
health-areas,cardiovascular-health,circulation,,9132
health-areas,stress-mood-anxiety,stress-anxiety-relief,,9135
health-areas,immune-support,seasonal-support,,9138
health-areas,immune-support,antiviral-herbs,,9139
health-areas,oral-health,,,9148
health-areas,eye-vision,,,9151
health-areas,cardiovascular-health,heart-rhythm,,9154
health-areas,stress-mood-anxiety,,,9157
health-areas,energy-vitality,,,9160
health-areas,energy-vitality,,,9184
health-areas,healthy-aging,cellular-health,,9264
health-areas,womens-health,,,9367
health-areas,mens-health,,,9372
health-areas,energy-vitality,,,9377
health-areas,immune-support,daily-immune,,9414
health-areas,liver-detoxification,detox-cleanse,,9386
health-areas,gut-health,probiotic-support,,9404
health-areas,respiratory-health,lung-support,,9381
health-areas,skin-hair-nails,,,9494
health-areas,energy-vitality,metabolic-support,,9409
health-areas,immune-support,seasonal-support,,9396
health-areas,focus-memory-cognition,brain-health,,9391
health-areas,healthy-aging,cellular-health,,9499
