ID,Type,SKU,Name,Short description,Description,In stock?,Slug
7356,simple,640923000246,Eidon Magnesium Liquid Concentrate 2oz,"Eidon Magnesium Liquid Concentrate 2oz \n \n \n \nMagnesium plays an essential role in over 300 enzyme reactions in the human body. All refined foods are lacking Ionic Magnesium, as well as most other essential minerals. Many Americans eat a highly refined diet and are, as a result, deficient in Magnesium. Magnesium makes muscles relax. This is very important for heart function as the body needs ample stores of Ionic Magnesium to allow for proper heart muscle relaxation. Some important functions of Magnesium are: regulates calcium transport and deposition into bone, necessary for tissue growth and development, supports immune system health and function, a primary electrolyte along with Calcium, Potassium, Sodium and Chloride, helps in the conduction of nerve impulses and the relaxation of muscle <span class=""s1"">tissue.</span> \n \n \n \nSupplement Facts: Magnesium (as magnesium chloride) 80 mg (20% DV) \n \n \n \nOther ingredients: de-ionized water \n \n \n \nSuggested use: 30 drops (2 dropper squeezes) per day in water. Children under five - 15 drops. \n \n \n \nEidon Liquid Minerals are All Natural, Highly Bioavailable and contain NO sugars, starch, artificial flavors, colors, preservatives or animal by-products. Vegan and Gluten-Free. \n \n \n \nWe also carry <a href=""https://rogueherbalist.com/product/neuro-mag-magnesium-l-threonate-90cap/"">Neuro-Mag Magnesium L-Threonate</a> capsules as well as <a href=""https://rogueherbalist.com/product/neuro-mag-magnesium-l-threonate-tropical-punch-powder-3-293oz/"">Neuro-Mag Magnesium L-Threonate Tropical Punch Powder</a>. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.</strong>","Eidon Magnesium Liquid Concentrate 2oz \n \n \n \nMagnesium plays an essential role in over 300 enzyme reactions in the human body. All refined foods are lacking Ionic Magnesium, as well as most other essential minerals. Many Americans eat a highly refined diet and are, as a result, deficient in Magnesium. Magnesium makes muscles relax. This is very important for heart function as the body needs ample stores of Ionic Magnesium to allow for proper heart muscle relaxation. Some important functions of Magnesium are: regulates calcium transport and deposition into bone, necessary for tissue growth and development, supports immune system health and function, a primary electrolyte along with Calcium, Potassium, Sodium and<span class=""Apple-converted-space""> </span>Chloride, helps in the conduction of nerve impulses and the relaxation of muscle <span class=""s1"">tissue.</span> \n \n \n \nSupplement Facts: Magnesium (as magnesium chloride) 80 mg (20% DV) \n \n \n \nOther ingredients: de-ionized water \n \n \n \nSuggested use: 30 drops (2 dropper squeezes) per day in water. Children under five - 15 drops. \n \n \n \nEidon Liquid Minerals are All Natural, Highly Bioavailable and contain NO sugars, starch, artificial flavors, colors, preservatives or animal by-products. Vegan and Gluten-Free. \n \n \n \nWe also carry <a href=""https://rogueherbalist.com/product/neuro-mag-magnesium-l-threonate-90cap/"">Neuro-Mag Magnesium L-Threonate</a> capsules as well as <a href=""https://rogueherbalist.com/product/neuro-mag-magnesium-l-threonate-tropical-punch-powder-3-293oz/"">Neuro-Mag Magnesium L-Threonate Tropical Punch Powder</a>. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.</strong>",1,eidon-magnesium-liquid-concentrate-2oz
7359,simple,640923000352,Eidon Zinc Liquid Concentrate 2 oz,"Eidon Zinc Liquid Concentrate 2 oz \n \n<p class=""p1""><span class=""s1"">Eidon's Ionic Liquid Zinc is essential for the maintenance of immune system strength and glandular health. It can be rapidly depleted when the body is fighting an illness. Zinc is the tenth most abundant element in the human body. Zinc liquid is found in all organs, tissues and cells, and is involved in the function and activation of many cellular enzymes. Enzymes are the unique cellular protein compounds that make the human body function properly.</span></p> \n \nZinc promotes immune system health by activating the production of white blood cells. Zinc also activates the production of numerous compounds necessary for growth and development. Like enzymes, they are proteins essential to the body's health and function. These proteins are produced in specific organs in the body, passed into the bloodstream and carried to distant cells and organs to stimulate the functioning of that organ. \n \n<p class=""p1""><span class=""s1"">Zinc liquid supplement helps to support a healthy endocrine system, including the pituitary, thyroid, parathyroids, adrenals, pineal, pancreas and reproductive glands.</span></p> \n \nExcessive exposure to heavy metals (arsenic, cadmium and lead), alcohol, tobacco, pesticides, herbicides and fungicides, deplete the body’s zinc stores. Zinc deficiencies may also result from excess stress. \n \n \n \nSupplement Facts: Zinc (as zinc sulfate) 7.5 mg (50% DV). Other ingredients: De-ionized water \n \n \n \nServing Size 30 drops (2ml) \n \n \n \nSuggested Use: 30 drops (2 dropper squeezes) per day in water. Children under five - 15 drops. \n \n \n \nEidon Liquid Minerals are All Natural, Highly Bioavailable and contain NO sugars, starch, artificial flavors, colors, preservatives or animal by-products. Vegan and Gluten-Free. \n \n \n \nWe also carry <a href=""https://rogueherbalist.com/product/zinc-caps-50mg-90-caps/"">Zinc Caps</a>, 50 mg. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.</strong>","Eidon Zinc Liquid Concentrate 2 oz \n \n<p class=""p1"">Eidon's Ionic Liquid Zinc supports immune system strength, glandular health, and enzyme function. Suggested intake: 30 drops (2ml) daily in water; suitable for children. Eidon Liquid Minerals are All Natural, Highly Bioavailable and contain NO sugars, starch, artificial flavors, colors, preservatives or animal by-products. Vegan and Gluten-Free.</p> \n \nWe also carry <a href=""https://rogueherbalist.com/product/zinc-caps-50mg-90-caps/"">Zinc Caps</a>, 50 mg. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.</strong>",1,eidon-zinc-liquid-concentrate-2-oz
7361,simple,640923000321,Eidon Potassium Liquid Concentrate 2 oz,"Eidon Potassium Liquid Concentrate 2 oz \n \n \n \nPotassium is one of seven inorganic, macro mineral nutrients needed in relatively high daily amounts. It is the third most prevalent element in the body after Calcium. Along with Chloride, Sodium, Magnesium and Calcium, Potassium is an essential electrolyte. These elements are called electrolytes because they carry an electrical charge when dissolved in body fluids. Electrolytes help regulate nerve transmission and many cell membrane functions. Magnesium helps maintain the Potassium in the cells; but even more crucial is the proper Sodium to Potassium balance. Without Potassium, cell function will be impacted. Potassium works with Sodium to regulate blood pressure, transmit nerve impulses, and maintain cellular wall permeability. Along with Magnesium, it is essential for the proper functioning of the heart muscle. In this role, Potassium acts as the catalyst stimulating cellular contraction. Potassium has many functions but most important are: regulating intracellular fluids, aids in the regulation of the body's water balance, facilitating nerve impulses, transmission of electrical signals between nerves and cells, contracting muscle tissue, balancing the acid/alkaline system. \n \n \n \nSupplement Facts: Potassium (as potassium chloride) 99mg (3% DV). Other ingredients: de-ionized water. \n \n \n \nServing Size: 30 drops (2ml) \n \n \n \nSuggested use: 30 drops (2 dropper squeezes) per day in water. Children under five - 15 drops. \n \n \n \nEidon Liquid Minerals are All Natural, Highly Bioavailable and contain NO sugars, starch, artificial flavors, colors, preservatives or animal by-products. Vegan and Gluten-Free. \n \n \n \nYou may also be interested in: <a href=""https://rogueherbalist.com/product/potassium-with-extend-release-magnesium/"">Potassium with Extend-Release Magnesium. </a> \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>","Eidon Potassium Liquid Concentrate 2 oz \n \n \n \nPotassium, an essential electrolyte, regulates nerve transmission, maintains cellular function, and aids heart health. Suggested intake: 30 drops (2ml) daily in water; suitable for vegans and gluten-free diets. \n \n \n \nYou may also be interested in: <a href=""https://rogueherbalist.com/product/potassium-with-extend-release-magnesium/"">Potassium with Extend-Release Magnesium. </a> \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, cure, or prevent any disease.</strong>",1,eidon-potassium-liquid-concentrate-2-oz
7363,simple,640923000260,Eidon Silica Liquid Concentrate 2 oz,"Eidon Silica Liquid Concentrate 2 oz \n \n \n \nSilica is an important collagen production and Calcium management mineral. Silica helps your body produce its own collagen for healthy hair, skin, nails, teeth and bones. This essential mineral element also helps our body internally by supporting gastrointestinal health, strong cartilage and joint function. Eidon Silica may be applied topically to soothe the skin (Tip: moisturize with your favorite body lotion or oil after) \n \n \n \nSupplement Facts: Silica (as silicon dioxide) 375 mg. Other Ingredients: de-ionized water \n \n \n \nServing size: 30 drops \n \n \n \nSuggested Use: 30 drops (2 dropper squeezes) per day in water. Children under five - 15 drops. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.</strong>","Eidon Silica Liquid Concentrate 2 oz \n \n \n \nSilica is an important collagen production and Calcium management mineral. Silica helps your body produce its own collagen for healthy hair, skin, nails, teeth and bones. This essential mineral element also helps our body internally by supporting gastrointestinal health, strong cartilage and joint function. Eidon Silica may be applied topically to soothe the skin (Tip: moisturize with your favorite body lotion or oil after) \n \n \n \nSupplement Facts: Silica (as silicon dioxide) 375 mg. Other Ingredients: de-ionized water \n \n \n \nServing size: 30 drops \n \n \n \nSuggested Use: 30 drops (2 dropper squeezes) per day in water. Children under five - 15 drops. \n \n \n \n<strong>These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.</strong>",1,eidon-silica-liquid-concentrate-2-oz
7368,simple,737870233435,Super K 90 softgels,"Super K 90 softgels \n \n \n \nSuper K combines vitamin K1 with two forms of vitamin K2 in a once-daily vitamin K supplement to help support bone &amp; heart health. Super K provides three different kinds of vitamin K. Vitamin K1, the optimal bone health and arterial health. The forms of K2 found in this supplement are MK-7 and MK-4, commonly found in some types of dairy. Vitamin K2 has been found to be up to 6 times more bioavailable than K1 and to remain active in the body for a longer period of time. A <a href=""https://pubmed.ncbi.nlm.nih.gov/39466236/"">recent trial</a> has demonstrated that nighttime leg cramps were reduced with Vitamin K2. \n \n<p class=""section-header"">Supplement Facts: \n \nVitamin C (as Ascorbyl palmitate) 10 mg \n \nVitamin K activity 2600 mcg</p> \n \nFrom: \n \nVitamin K1 (as phytonadione) 1500 mcg \n \nVitamin K2 (as menaquinone-4) 1000 mcg \n \nVitamin K2 (as trans menaquione-7) 100 mcg \n \n<p class=""section-header"">These statements have not been evaluated by the Food and Drug Administration. \n \nThese products are not intended to diagnose, treat, cure, or prevent any disease.</p>","<p data-start=""1256"" data-end=""1417""><strong data-start=""1256"" data-end=""1281"">Super K – 90 Softgels</strong><br data-start=""1281"" data-end=""1284"" /><strong data-start=""1284"" data-end=""1417"">Your once-daily solution for optimal vitamin K support—promoting strong bones, healthy arteries, and balanced calcium metabolism.</strong></p> \n \n<p data-start=""1419"" data-end=""1444""><strong data-start=""1419"" data-end=""1442"">Product Highlights:</strong></p> \n \n \n \n<ul data-start=""1445"" data-end=""2070""> \n \n 	<li data-start=""1445"" data-end=""1581""> \n \n<p data-start=""1447"" data-end=""1581""><strong data-start=""1447"" data-end=""1479"">Triple-form vitamin K blend:</strong> Provides K1 and both bioactive K2 forms (MK-4 &amp; MK-7) for superior absorption and extended support.</p> \n \n</li> \n \n 	<li data-start=""1582"" data-end=""1801""> \n \n<p data-start=""1584"" data-end=""1801""><strong data-start=""1584"" data-end=""1628"">Supports bone density &amp; arterial health:</strong> Vitamin K facilitates calcium integration into bones while keeping calcium from depositing in arteries—helping maintain robust skeletal structure and healthy circulation.</p> \n \n</li> \n \n 	<li data-start=""1802"" data-end=""1970""> \n \n<p data-start=""1804"" data-end=""1970""><strong data-start=""1804"" data-end=""1832"">Convenient daily dosing:</strong> One softgel per day delivers 1500 mcg K1, 1000 mcg K2 (MK-4), and 100 mcg K2 (MK-7), making it easy to meet your daily vitamin K needs.</p> \n \n</li> \n \n 	<li data-start=""1971"" data-end=""2070""> \n \n<p data-start=""1973"" data-end=""2070""><strong data-start=""1973"" data-end=""2002"">High-quality formulation:</strong> Gluten-free, non-GMO, and carefully crafted for purity and potency.</p> \n \n</li> \n \n</ul> \n \n<p data-start=""2072"" data-end=""2182""><strong data-start=""2072"" data-end=""2090"">Suggested Use:</strong><br data-start=""2090"" data-end=""2093"" />Take one (1) softgel daily with a meal or as recommended by your healthcare professional.</p> \n \n<p data-start=""2184"" data-end=""2474""><strong data-start=""2184"" data-end=""2217"">Important Safety Information:</strong><br data-start=""2217"" data-end=""2220"" />If you are taking anticoagulant medications (e.g., warfarin), consult your healthcare provider before use. Not intended to diagnose, treat, cure, or prevent any disease. If pregnant or nursing, talk to your physician before taking this or any supplement.</p>",1,super-k-90-softgels
7376,simple,850011505540,Boswellia Liquid Extract 2 oz.,"Boswellia Liquid Extract 2 oz. \n \n \n \nBoswellia is perhaps better known by its cousin Frankincense. This tree resin extract is a potent source of various anti-inflammatory compounds. \n \n \n \nThis Boswellia (<em>Boswellia papyrifera</em>) tincture is part of our Artisan Collection that we make here on site at our apothecary in Morrisville. We use USDA Organic Resin Frankincense Tears and extract in 95% Organic Cane Alcohol at a 1:3 Herb Strength Ratio. \n \n \n \nYou may also be interested in our <a href=""https://rogueherbalist.com/product/inflacalm-powder-capsules-60ct/"">InflaCalm Powder Capsules</a> which contain Boswellia as an ingredient. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Boswellia Liquid Extract 2 oz. \n \n \n \nBoswellia is perhaps better known by its cousin Frankincense. This tree resin extract is a potent source of various anti-inflammatory compounds. \n \n \n \nThis Boswellia (<em>Boswellia papyrifera</em>) tincture is part of our Artisan Collection that we make here on site at our apothecary in Morrisville. We use USDA Organic Resin Frankincense Tears and extract in 95% Organic Cane Alcohol at a 1:3 Herb Strength Ratio. \n \n \n \nYou may also be interested in our <a href=""https://rogueherbalist.com/product/inflacalm-powder-capsules-60ct/"">InflaCalm Powder Capsules</a> which contain Boswellia as an ingredient. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,boswellia-liquid-extract-2-oz
7394,simple,740640161609,Aconitum Napellus 30C,"Aconitum Napellus 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for Fear. \n \n \n \nActive ingredient: Aconitum napellus [HPUS]. \n \n \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. Children: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Aconitum Napellus 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for Fear. \n \n \n \nActive ingredient: Aconitum napellus [HPUS]. \n \n \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. Children: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,aconitum-napellus-30c
7396,simple,740640160466,Arnica 200C Homeopathic Pills,"Arnica 200C Pills \n \n \n \nA Homeopathic Remedy Indicated for Bruises. \n \n \n \nActive ingredient: Arnica montana [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Arnica 200C Pills \n \n \n \nA Homeopathic Remedy Indicated for Bruises. \n \n \n \nActive ingredient: Arnica montana [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,arnica-200c-homeopathic-pills
7398,simple,740640161340,Belladonna 30C Homeopathic Pills,"Belladonna 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for Fever. \n \n \n \nActive ingredient: Belladonna [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies.  All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Belladonna 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for Fever. \n \n \n \nActive ingredient: Belladonna [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies.  All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,belladonna-30c-homeopathic-pills
7400,simple,740640161388,Chamomilla 30 C Homeopathic Pills,"Chamomilla 30 C Pills \n \n \n \nA Homeopathic Remedy Indicated for Irritability. \n \n \n \nActive ingredient: Chamomilla [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Chamomilla 30 C Pills \n \n \n \nA Homeopathic Remedy Indicated for Irritability. \n \n \n \nActive ingredient: Chamomilla [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,chamomilla-30-c-homeopathic-pills
7402,simple,740640161401,Coffea Cruda 30C Homeopathic Pills,"Coffea Cruda 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for Sleeplessness. \n \n \n \nActive ingredient: Coffea cruda [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Coffea Cruda 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for Sleeplessness. \n \n \n \nActive ingredient: Coffea cruda [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,coffea-cruda-30c-homeopathic-pills
7404,simple,740640161432,Hepar Sulphuris Calcareum 30C Pills,"Hepar Sulphuris Calcareum 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for croupiness. \n \n \n \nActive ingredient: Hepar sulphuris calcareum [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Hepar Sulphuris Calcareum 30C Pills \n \n \n \nA Homeopathic Remedy Indicated for croupiness. \n \n \n \nActive ingredient: Hepar sulphuris calcareum [HPUS]. \n \nInactive ingredients: Sucrose/lactose pellets. \n \n \n \nDirections: Adults: Dissolve 4 pellets under the tongue 3 times a day or as directed by a licensed practitioner. \n \nChildren: Half a dose. \n \n \n \n4 dram vial size. 900 count of 2.5mm pellets. \n \n \n \nBrand: Washington Homeopathic Products, a very high quality source of Homeopathic Remedies. All source materials for their remedies are selected with great care. The plant materials used to manufacture homeopathic medicine must be free of pesticides and herbicides. Some of the plants used to manufacture remedies such as Calendula are grown on local West Virginia farms, and they are actively exploring ways to grow new partnerships in order to obtain the high-quality source materials needed in their manufacturing. WHP uses GMO-free alcohol in the manufacture of their products and choose to use glass containers, not plastic, for their single remedies. \n \n \n \nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",1,hepar-sulphuris-calcareum-30c-pills
