ID,Name,Short description,Description,Slug
5700,"Clove Buds, Organic, 1oz. bag","Clove Buds, Organic, 1oz. bag
\n<em>Syzygium aromaticum</em>
\n
\nCloves are one of the most delightful spices. Reminiscent of Christmastime, this herb is not just a simple toothache remedy! The <a href=""https://rogueherbalist.com/product/clove-bud-essential-oil-1oz/"">oil of clove</a> will help numb a toothache via the chemical constituent eugenol which has a numbing effect (this is the same chemical used in Orajel). The Japanese Samurai used to put bags of cloves all over their bodies to ward off evil spirits. Clove is spicy, sweet, warming, and soothing to the digestion.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Clove Buds, Organic, 1oz. bag
\n<em>Syzygium aromaticum</em>
\n
\nCloves are one of the most delightful spices. Reminiscent of Christmastime, this herb is not just a simple toothache remedy! The <a href=""https://rogueherbalist.com/product/clove-bud-essential-oil-1oz/"">oil of clove</a> will help numb a toothache via the chemical constituent eugenol which has a numbing effect (this is the same chemical used in Orajel). The Japanese Samurai used to put bags of cloves all over their bodies to ward off evil spirits. Clove is spicy, sweet, warming, and soothing to the digestion.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",clove-buds-organic-1oz-bag
5729,Ghost Pipe Tincture,"Ghost Pipe Tincture
\n<em>Monotropa uniflora</em>
\n
\nGhost Pipe is truly a ""plant spirit medicine"" if there ever was one. Also known as 'Indian Pipe' or the older name 'Fit Root' (as in epileptic fits), this plant has the unique ability of helping us step outside of our pain, whether that pain is physical, emotional, or spiritual. In the 1939 classic book <em>Back to Eden</em>, Jethro Kloss writes about <em>Monotropa uniflora. </em>He describes it as antispasmodic, nervine, tonic, sedative, and febrifuge. According to Kloss: ""Is splendid in all kinds of fevers. Takes the place of quinine and opium. An excellent remedy for restlessness, fainting, nervous irritability, muscle spasm, and convulsions. Should be used in place of opium and quinine. It will cure intermittent and remittent fevers. Oh, why will not people use this wonderful remedy in place of poisonous drugs? It is efficient and harmless. A teaspoonful of fit root and fennel seed, steeped in a pint of boiling water for twenty minutes, is an excellent douche for inflammation of the vagina and uterus, also good used as a wash for sore eyes. A valuable remedy for epilepsy and lockjaw in children"". (pp. 128)
\n
\nThe modern term is ""Antinociceptive"" is derived from nociception; the perception of pain. It does not dull pain like a common analgesic, but rather it allows us to step outside of our pain and not be consumed by it. Contemporary herbalists tend to use it more for PTSD and trauma induced ailments.
\n
\nThe tincture that I make is small batch and only made once a year. I only harvest the aerial portions of the flowering plant and tincture them fresh at a 1:1 herb to menstruum ratio in a blend of organic cane alcohol and reverse osmosis maple tree water. Start with low dose on this plant, a few drops goes a long way. Take up to a dropperful at a time as needed.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.
\n
\n&nbsp;","Ghost Pipe Tincture
\n<em>Monotropa uniflora</em>
\n
\nGhost Pipe is truly a ""plant spirit medicine"" if there ever was one. Also known as 'Indian Pipe' or the older name 'Fit Root' (as in epileptic fits), this plant has the unique ability of helping us step outside of our pain, whether that pain is physical, emotional, or spiritual. In the 1939 classic book <em>Back to Eden</em>, Jethro Kloss writes about <em>Monotropa uniflora. </em>He describes it as antispasmodic, nervine, tonic, sedative, and febrifuge. According to Kloss: ""Is splendid in all kinds of fevers. Takes the place of quinine and opium. An excellent remedy for restlessness, fainting, nervous irritability, muscle spasm, and convulsions. Should be used in place of opium and quinine. It will cure intermittent and remittent fevers.""
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",ghost-pipe-tincture
5731,Artemisia Duo 4oz.,"Artemisia Duo 4oz.
\n<em>Artemisia absinthium &amp; vulgaris</em>
\n
\nThis blend is a combination Wormwood &amp; Mugwort; two different types of <em>Artemisia. </em>This tea is extremely bitter but has powerful effects for the gastrointestinal tract and immune system. Do not take if you are pregnant or nursing.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Artemisia Duo 4oz.
\n<em>Artemisia absinthium &amp; vulgaris</em>
\n
\nThis blend is a combination Wormwood &amp; Mugwort; two different types of <em>Artemisia. </em>This tea is extremely bitter but has powerful effects for the gastrointestinal tract and immune system. Do not take if you are pregnant or nursing.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",artemisia-duo-4oz
5741,"Cumin Seed, Organic, 1oz. bag","Cumin Seed, Organic, 1oz. bag
\n<i>Cuminum cyminum</i>
\n
\nCumin is the delicious, aromatic herb that is most recognizable from its usage in Mexican cuisine. Being in the Apiaceae family, these seeds are rich in aromatic oils, making it a superb remedy for the digestive system as well as the respiratory system. It is carminative, which means it relieves gas and bloating. From an energetic standpoint, Cumin is considered cooling and pungent, bitter, and spicy in flavor. Try it in a tea or add to your favorite dishes!
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",,cumin-seed-organic-1oz-bag
5743,"Codonopsis Root, Organic, 1oz. bag","Codonopsis Root, Organic, 1oz. bag
\n<i>Codonopsis pilosula</i>
\n
\nCodonopsis is an adaptogen considered to be a substitute for Ginseng in herbal formulas. It is sweet tasting, having an effect on the spleen, and acts as a gentle Qi Tonic. It is useful for tonifying and building the body when we are depleted and in need of nourishment. Prepare in a decoction by simmering the roots in a pot of boiling water.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.","Codonopsis Root, Organic, 1oz. bag
\n
\nCodonopsis is an adaptogen considered to be a substitute for Ginseng in herbal formulas. It is sweet tasting, having an effect on the spleen, and acts as a gentle Qi Tonic. It is useful for tonifying and building the body when we are depleted and in need of nourishment. Prepare in a decoction by simmering the roots in a pot of boiling water.",codonopsis-root-organic-1oz-bag
5745,"Coriander Seed, Organic, 1oz. bag","Coriander Seed, Organic, 1oz. bag
\n<i>Coriandrum sativum</i>
\n
\nCoriander is a delightful culinary spice that has notes of citrus. It is a wonderful carminative herb for the digestion, helping to relieve gas, bloating, indigestion, etc. It also has a nervine quality, as we see in Maud Grieve's book the <em>Modern Herbal</em> where she writes: ""If used too freely the seeds become narcotic"", making it an ideal herb to use for those with anxiety that manifests in the gastrointestinal system. Coriander also has the unique property of supporting healthy cholesterol levels.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",,coriander-seed-organic-1oz-bag
5747,"Devil's Claw Root, Organic, 1oz. bag","Devil's Claw Root, Organic, 1oz. bag
\n<i>Harpagophytum procumbens</i>
\n
\nDevil's Claw is a powerful bitter root that comes from Africa. It is a member of the sesame family and derives its name from the hooked fruits that it grows. The bitterness of this plant makes it a powerful digestive stimulant, but it is also well known for it's anti-rheumatic properties. I have personally used it in formulas with great success. Also consider our <a href=""https://rogueherbalist.com/product/devils-claw-liquid-extract-1oz/"">Devil's Claw tincture</a>.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",,devils-claw-root-organic-1oz-bag
5752,"Fenugreek Seed, Organic, 1oz. bag","Fenugreek Seed, Organic, 1oz. bag
\n<i>Trigonella foenum-graecum</i>
\n
\nFenugreek is a sweet tasting carminative that is pungent, bitter, and warming. These properties help relieve gas and bloating and also go well in immune formulas. It is a galactogogue, which means it supports the production of breast milk in nursing mothers. Conversely, the phytosterols in Fenugreek are also considered to support healthy testosterone levels in men. Fenugreek is generally nutritive and has a maple-like flavor, making it a good addition to teas. We also offer a <a href=""https://rogueherbalist.com/product/fenugreek-tincture-1oz/"">Fenugreek Tincture</a>.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.","Fenugreek Seed, Organic, 1oz. bag
\n<i>Trigonella foenum-graecum</i>
\n
\nFenugreek is a sweet tasting carminative that is pungent, bitter, and warming. These properties help relieve gas and bloating and also go well in immune formulas. It is a galactogogue, which means it supports the production of breast milk in nursing mothers. Conversely, the phytosterols in Fenugreek are also considered to support healthy testosterone levels in men. Fenugreek is generally nutritive and has a maple-like flavor, making it a good addition to teas. We also offer a <a href=""https://rogueherbalist.com/product/fenugreek-tincture-1oz/"">Fenugreek Tincture</a>.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",fenugreek-seed-organic-1oz-bag
5755,"Fennel Seed, Organic, 1oz. bag","Fennel Seed, Organic, 1oz. bag<em>
\nFoeniculum vulgare</em>
\n
\nFennel is my go to herb for gas, bloating, and indigestion. It is incredibly safe for children and adults. It is considered stomachic and carminative. It has expectorant properties. It has mild bitterness that gently stimulates the liver. It is galactogogue which means it helps promote the production of breast milk.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Fennel Seed, Organic, 1oz. bag<em>
\nFoeniculum vulgare</em>
\n
\nFennel is my go to herb for gas, bloating, and indigestion. It is incredibly safe for children and adults. It is considered stomachic and carminative. It has expectorant properties. It has mild bitterness that gently stimulates the liver. It is galactogogue which means it helps promote the production of breast milk.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",fennel-seed-organic-1oz-bag
5758,"Fo-Ti Root (He Shou Wu) , Organic, 1oz. bag","Fo-Ti Root (He Shou Wu) , Organic, 1oz. bag
\n<em><i>Polygonum multiflorum</i></em>
\n
\nFo-Ti (also known as He Shou Wu) is the tuber of a Chinese flowering vine. According to the traditional preparation, the Fo-Ti roots are cured in a black bean sauce. The herb is sweet and bitter in taste, warming and moistening in action.  According to legend this nourishing tonic helped restore the potency of Mr. He. The translation of He Shou Wu literally means ""Mr. He's Black Hair"". While this herb may not turn your hair black, it does possess a regenerative tonic effect that improves weakness of lower back and knees.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.","Fo-Ti Root (He Shou Wu) , Organic, 1oz. bag
\n<em><i>Polygonum multiflorum</i></em>
\n
\nFo-Ti (also known as He Shou Wu) is the tuber of a Chinese flowering vine. According to the traditional preparation, the Fo-Ti roots are cured in a black bean sauce. The herb is sweet and bitter in taste, warming and moistening in action.  According to legend this nourishing tonic helped restore the potency of Mr. He. The translation of He Shou Wu literally means ""Mr. He's Black Hair"". While this herb may not turn your hair black, it does possess a regenerative tonic effect that improves weakness of lower back and knees.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",fo-ti-root-he-shou-wu-organic-1oz-bag
5762,"Goji Berries, Organic, 1oz. bag","Goji Berries, Organic, 1oz. bag
\n<em>Lycium barbarum</em>
\n
\nGoji Berries (also referred to as Lycii Berries or Wolf Berries) are in the nightshade family and are generally regarded as a ""superfood"" in the western world. In Chinese Herbalism they are considered to be a Yin Tonic, cooling and nutritive, they bring nourishment and moisture into the body. The dried berries make an excellent tea and snack if you reconstitute them with hot water; eaten like this they will bring more moisture into the gastrointestinal system and can be helpful with constipation. The moisture helps increase vaginal secretions and can also support dry, cracking joints or an achy back (kidney). These little berries are full of carotenoids (Vitamin A) which is one reason they are extremely good for the eyes, as well as the heart, kidneys, and the liver. One nickname for this plant is ""Matrimony Vine"" because it is also considered to be good for the libido, and indeed modern research shows this to be the case.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only
\n
\n&nbsp;","Goji Berries, Organic, 1oz. bag
\n<em>Lycium barbarum</em>
\n
\nGoji Berries (also referred to as Lycii Berries or Wolf Berries) are in the nightshade family and are generally regarded as a ""superfood"" in the western world. In Chinese Herbalism they are considered to be a Yin Tonic, cooling and nutritive, they bring nourishment and moisture into the body.
\n
\nThe dried berries make an excellent tea and snack if you reconstitute them with hot water; eaten like this they will bring more moisture into the gastrointestinal system and can be helpful with constipation. The moisture helps increase vaginal secretions and can also support dry, cracking joints or an achy back (kidney).
\n
\nThese little berries are full of carotenoids (Vitamin A) which is one reason they are extremely good for the eyes, as well as the heart, kidneys, and the liver. One nickname for this plant is ""Matrimony Vine"" because it is also considered to be good for the libido, and indeed modern research shows this to be the case.
\n
\n&nbsp;",goji-berries-organic-1oz-bag
5794,"Juniper Berries, Organic, 1oz. bag","Juniper Berries, Organic, 1oz. bag
\n<em>Juniperus communis
\n</em>
\n
\nJuniper berries are best known for their role in Gin, but they are also a powerful antimicrobial remedy for the gastrointestinal system. Taken as a tea, they help to relieve gas, bloating, cramping and general digestive malaise.
\n
\n<em>
\n</em>This information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.","Juniper Berries, Organic, 1oz. bag
\n<em>Juniperus communis
\n</em>
\n
\nJuniper berries are best known for their role in Gin, but they are also a powerful antimicrobial remedy for the gastrointestinal system. Taken as a tea, they help to relieve gas, bloating, cramping and general digestive malaise.
\n
\n<em>
\n</em>This information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",juniper-berries-organic-1oz-bag
5797,"Kola Nut, Wildcrafted, 1oz. bag","Kola Nut, Wildcrafted, 1oz. bag
\n<i></i><i>Cola acuminata
\n</i>
\nEveryone knows Coco-Cola, but many people do not understand that the Cola in the famous soft drink is originally derived from Kola nut. Kola is a stimulating, bitter herb that is a source of caffeine and other energizing properties. It is one of the ingredients in our <a href=""https://rogueherbalist.com/wp-admin/post.php?post=1119&amp;action=edit"">Energy Tonic</a>.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",,kola-nut-wildcrafted-1oz-bag
5804,"Poke Root, Organic, 1oz. bag","Poke Root, Organic, 1oz. bag
\n<em>Phytolacca americana</em>
\n
\nPoke is a powerful lymphatic herb that should be used with caution. Taken in small doses it can be used to help break up stagnation. Use only under the supervision of a trained herbalist.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.","Poke Root, Organic, 1oz. bag
\n<em>Phytolacca americana</em>
\n
\nPoke is a powerful lymphatic herb that should be used with caution. Taken in small doses it can be used to help break up lymphatic/glandular stagnation. Use only under the supervision of a trained herbalist.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",poke-root-organic-1oz-bag
5806,"Maca Root Powder, Organic, 1oz. bag","Maca Root Powder, Organic, 1oz. bag
\n<i>Lepidium meyenii</i>
\n
\nMaca is a root crop from Peru that is used as a nutritious food as well as an adaptogenic herbal medicine. It has many virtues for the hormonal system, helping both men and women. The powder is ideal to add to smoothies, porridge, breads, and more. According to Inca mythology, the god Viracocha, who is considered the creator god and ruler of the universe, gave Maca to the people as a gift. The Incas believed that consuming Maca would give them strength, endurance and vitality, thus it was considered a sacred plant. Maca was also used in traditional Inca medicine to help with a variety of ailments, including infertility and impotence. The Incas believed that consuming Maca would enhance sexual function and fertility. The flavor is sweet, malty, and nourishing. Also try our <a href=""https://rogueherbalist.com/product/maca-tincture-1oz/"">Maca tincture</a>.
\n
\nOver the past several years there has been concern about <a href=""https://www.herbalgram.org/resources/herbalgram/issues/105/table-of-contents/hg105-feat-maca/"">low quality Chinese Maca flooding the market</a>. Make sure your Maca is from South America!
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.","Maca Root Powder, Organic, 1oz. bag
\n<i>Lepidium meyenii</i>
\n
\nMaca is a root crop from Peru that is used as a nutritious food as well as an adaptogenic herbal medicine. It has many virtues for the hormonal system, helping both men and women. The powder is ideal to add to smoothies, porridge, breads, and more. According to Inca mythology, the god Viracocha, who is considered the creator god and ruler of the universe, gave Maca to the people as a gift. The Incas believed that consuming Maca would give them strength, endurance and vitality, thus it was considered a sacred plant. Maca was also used in traditional Inca medicine to help with a variety of ailments, including infertility and impotence. The Incas believed that consuming Maca would enhance sexual function and fertility. The flavor is sweet, malty, and nourishing. Also try our <a href=""https://rogueherbalist.com/product/maca-tincture-1oz/"">Maca tincture</a>.
\n
\nOver the past several years there has been concern about <a href=""https://www.herbalgram.org/resources/herbalgram/issues/105/table-of-contents/hg105-feat-maca/"">low quality Chinese Maca flooding the market</a>. Make sure your Maca is from South America!
\n
\nSold in 1oz. quantities. If you want multiple ounces, just add multiple quantities.
\n
\nThese statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Consult your herbalist or healthcare provider before introducing any herbs or supplements into your routine.",maca-root-powder-organic-1oz-bag
5808,"Milk Thistle Seed, Organic, 1oz. bag","Milk Thistle Seed, Organic, 1oz. bag
\n<em>Silybum marianum </em>
\n
\nMilk Thistle Seed is probably one of the best known remedies for the Liver. However, it is important if you are buying the whole seeds to grind them and take them whole in a smoothie, not as a tea. The constituents you are looking for are not water soluble so the entire seed must be consumed fresh ground or as a tincture or extract capsule. Also try our <a href=""https://rogueherbalist.com/product/milk-thistle-tincture-1oz/"">Milk Thistle Tincture</a>.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.","Milk Thistle Seed, Organic, 1oz. bag
\n<em>Silybum marianum </em>
\n
\nMilk Thistle Seed is probably one of the best known remedies for the Liver. However, it is important if you are buying the whole seeds to grind them and take them whole in a smoothie, not as a tea. The constituents you are looking for are not water soluble so the entire seed must be consumed fresh ground or as a tincture or extract capsule. Also try our <a href=""https://rogueherbalist.com/product/milk-thistle-tincture-1oz/"">Milk Thistle Tincture</a>.
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.",milk-thistle-seed-organic-1oz-bag
5810,"Red Root, Wildcrafted, 1oz. bag","Red Root, Wildcrafted, 1oz. bag
\n<em><i>Ceanothus americanus
\n
\n</i></em>Red Root, also referred to as New Jersey Tea, is an alterative, lymphatic herb that was used as a tea substitute during the American Revolution. The flavor is bitter and astringent.<em>
\n
\nThis information has not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. For educational purposes only.</em>",,red-root-wildcrafted-1oz-bag
